age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
33,Male,Master,Single,1,50000.0,712.0,12900,2.0,12.0,30300,36,Education,9.33,Rent,1
57,Female,Master,Single,2,41300.0,703.0,24000,4.0,,5600,60,Personal,15.05,Mortgage,0
45,Male,Bachelor,Married,3,65400.0,835.0,42900,0.0,17.0,20400,24,Personal,9.88,Rent,0
50,Female,Master,Married,0,71200.0,632.0,29800,2.0,121.0,8100,48,Home,13.93,Mortgage,0
65,Female,High School,Single,3,45400.0,656.0,32400,3.0,60.0,29900,36,Car,10.21,Mortgage,1
58,Male,Bachelor,Single,2,56400.0,,39400,1.0,16.0,25800,36,Car,17.18,Rent,1
30,Male,Master,Married,4,96900.0,684.0,69200,6.0,35.0,24100,36,Education,6.06,Rent,0
60,Female,Bachelor,Married,3,39800.0,602.0,22400,0.0,53.0,15200,24,Personal,3.0,Mortgage,0
62,Male,PhD,Single,4,81100.0,572.0,25400,5.0,10.0,39200,36,Personal,9.32,Rent,1
42,Female,Bachelor,Single,4,51300.0,667.0,22400,4.0,14.0,20500,48,Car,9.7,Mortgage,1
59,Female,Master,Divorced,2,69900.0,735.0,41800,5.0,34.0,7300,36,Car,13.23,Rent,0
53,Female,Bachelor,Married,2,67700.0,734.0,16700,6.0,124.0,13700,12,Medical,14.21,Mortgage,0
44,Male,Bachelor,Married,0,43900.0,580.0,27100,0.0,20.0,1000,24,Home,3.82,Mortgage,1
55,Female,Bachelor,Married,1,64800.0,658.0,31300,1.0,25.0,17100,36,Home,7.98,Rent,1
24,Female,Master,Single,3,51000.0,,8500,1.0,10.0,14100,36,Home,8.92,Rent,0
22,Female,Bachelor,Single,2,39500.0,638.0,19400,2.0,43.0,33300,12,Home,5.04,Rent,0
60,Male,PhD,Single,3,46100.0,722.0,6800,5.0,65.0,31900,36,Car,8.08,Own,0
62,Female,Bachelor,Married,4,56800.0,646.0,6200,5.0,28.0,27600,48,Personal,11.77,Mortgage,0
68,Male,High School,Married,1,43600.0,702.0,31500,4.0,67.0,36400,12,Home,11.99,Own,1
48,Female,Bachelor,Single,0,45000.0,705.0,19900,6.0,17.0,10900,48,Personal,9.62,Rent,0
40,Male,Bachelor,Divorced,3,35500.0,601.0,17100,2.0,59.0,28800,60,Education,13.59,Rent,1
59,Female,Master,Single,1,46900.0,748.0,13900,4.0,14.0,7700,12,Medical,9.55,Own,0
27,Male,Bachelor,Divorced,0,45400.0,562.0,21800,7.0,73.0,19300,24,Home,12.34,Mortgage,1
49,Female,Bachelor,Divorced,3,64800.0,549.0,14100,0.0,85.0,29100,36,Home,5.98,Own,0
60,Female,Bachelor,Single,1,27300.0,612.0,17000,0.0,77.0,18600,24,Home,6.18,Mortgage,1
47,Female,Bachelor,Single,2,74100.0,,50100,7.0,12.0,44600,48,Medical,14.73,Own,1
56,Male,Master,Married,3,,698.0,28900,5.0,57.0,20800,36,Personal,7.04,Own,1
48,Male,High School,Married,1,60100.0,850.0,10500,6.0,37.0,34600,24,Personal,11.54,Rent,0
35,Female,Bachelor,Married,0,73000.0,740.0,35800,2.0,205.0,21800,12,Car,6.92,Own,0
53,Male,PhD,Divorced,1,73500.0,585.0,49000,7.0,22.0,26600,24,Education,9.67,Rent,1
19,Female,Master,Married,2,50800.0,570.0,9600,6.0,71.0,20600,24,Education,8.09,Own,0
31,Female,Bachelor,Single,3,39700.0,728.0,6700,3.0,22.0,27100,36,Car,10.65,Rent,0
30,Female,Bachelor,Single,3,67500.0,555.0,45400,1.0,24.0,45700,24,Car,10.63,Rent,1
46,Male,Bachelor,Married,3,30400.0,,20000,7.0,6.0,43500,36,Personal,6.52,Rent,1
29,Female,Bachelor,Single,2,68200.0,680.0,28200,6.0,13.0,19200,24,Car,10.75,Mortgage,0
56,Female,Master,Married,0,81400.0,607.0,14400,2.0,9.0,22300,48,Personal,5.07,Mortgage,1
19,Male,Bachelor,Single,3,30000.0,660.0,13800,7.0,8.0,25600,24,Car,13.68,Rent,1
49,Female,Bachelor,Single,0,78400.0,624.0,29500,6.0,0.0,32700,24,Car,9.58,Own,0
30,Male,High School,Single,1,33700.0,648.0,15600,7.0,76.0,47300,12,Education,3.0,Rent,1
63,Male,Bachelor,Married,0,22000.0,720.0,9000,2.0,30.0,40400,48,Home,4.57,Mortgage,1
44,Male,High School,Single,0,30500.0,700.0,15200,0.0,78.0,21800,36,Personal,10.55,Rent,0
66,Male,High School,Married,3,58500.0,723.0,35600,1.0,46.0,29800,24,Personal,11.38,Own,1
58,Female,Bachelor,Married,4,62800.0,701.0,40300,6.0,85.0,27700,24,Medical,7.33,Rent,0
34,Male,High School,Married,4,41200.0,707.0,22800,6.0,34.0,17700,60,Personal,8.97,Mortgage,0
57,Male,High School,Married,2,53600.0,650.0,12800,6.0,5.0,37200,48,Home,10.68,Rent,1
48,Male,Bachelor,Single,2,38900.0,534.0,14700,7.0,46.0,1000,36,Car,12.43,Rent,1
51,Female,High School,Married,4,53400.0,641.0,8000,2.0,54.0,37100,36,Personal,11.22,Own,0
41,Female,High School,Single,1,,675.0,17500,7.0,47.0,29900,36,Car,6.82,Rent,0
62,Male,Bachelor,Married,3,54000.0,656.0,42100,6.0,78.0,3300,12,Home,12.59,Own,0
52,Male,High School,Single,3,24300.0,684.0,13300,0.0,63.0,12500,48,Home,3.0,Own,0
65,Female,Bachelor,Married,1,63700.0,815.0,13300,0.0,27.0,1000,48,Car,7.66,Mortgage,0
23,Male,High School,Divorced,1,27700.0,610.0,8000,5.0,82.0,45400,36,Medical,10.36,Own,0
36,Male,Master,Married,4,44000.0,618.0,6400,7.0,56.0,13100,48,Home,4.88,Mortgage,0
47,Male,Master,Married,2,55200.0,747.0,12600,5.0,6.0,35900,36,Car,8.66,Rent,1
24,Female,Master,Married,1,69300.0,660.0,30600,2.0,37.0,36400,12,Home,10.16,Rent,0
27,Male,Bachelor,Single,2,69500.0,686.0,23700,2.0,63.0,23600,24,Education,6.17,Rent,0
58,Male,Master,Divorced,0,81700.0,603.0,19800,,39.0,17000,36,Personal,9.07,Rent,0
49,Male,Bachelor,Single,3,66000.0,591.0,13400,5.0,143.0,31200,24,Education,4.83,Mortgage,0
51,Female,High School,Divorced,4,33200.0,553.0,18600,6.0,5.0,27600,36,Car,11.52,Own,0
45,Male,Bachelor,Married,3,47800.0,,23500,6.0,62.0,36200,24,Home,10.1,Mortgage,0
32,Female,Master,Married,4,55600.0,572.0,38400,7.0,,10900,24,Home,10.72,Rent,1
47,Male,Bachelor,Married,0,63400.0,562.0,14500,2.0,,37300,60,Home,8.29,Mortgage,0
54,Male,High School,Married,3,28000.0,703.0,19400,1.0,23.0,41200,60,Personal,3.5,Own,1
46,Female,Master,Married,0,64500.0,599.0,32500,0.0,23.0,21900,36,Home,8.1,Mortgage,0
39,Male,Master,Single,4,52400.0,554.0,15000,0.0,42.0,13500,36,Car,13.68,Own,1
21,Female,High School,Married,1,31800.0,546.0,9300,2.0,24.0,19200,48,Personal,11.55,Mortgage,0
37,Female,Bachelor,Married,3,70800.0,723.0,26400,2.0,103.0,17300,48,Personal,13.74,Mortgage,0
49,Female,High School,Divorced,0,999876.0,641.0,10300,2.0,6.0,22800,24,Education,8.67,Rent,1
53,Male,Master,Married,3,62800.0,618.0,9900,7.0,49.0,16100,36,Education,6.42,Mortgage,0
67,Female,Bachelor,Single,3,36200.0,664.0,25000,6.0,7.0,30500,36,Home,10.26,Own,1
21,Male,Bachelor,Single,3,46600.0,656.0,8600,6.0,37.0,32600,36,Home,7.92,Mortgage,0
44,Female,Master,Married,2,80600.0,608.0,35300,7.0,60.0,20700,24,Education,6.83,Mortgage,0
34,Female,Bachelor,Single,0,42900.0,623.0,15800,1.0,9.0,1500,48,Car,3.3,Own,0
29,Female,Bachelor,Single,0,79900.0,708.0,36600,7.0,58.0,30300,24,Home,9.5,Rent,0
39,Male,Bachelor,Married,3,58000.0,716.0,41800,0.0,,7300,24,Personal,11.31,Mortgage,1
34,Female,Bachelor,Married,1,56900.0,583.0,45100,3.0,47.0,28000,24,Medical,5.01,Rent,0
27,Male,Bachelor,Married,3,45000.0,752.0,5100,7.0,34.0,25900,24,Car,12.97,Rent,0
18,Female,High School,Single,2,44400.0,811.0,16700,1.0,17.0,21100,48,Home,9.25,Own,0
39,Male,Bachelor,Married,4,84900.0,627.0,57100,1.0,6.0,32700,36,Education,8.83,Own,1
43,Male,High School,Single,2,28300.0,625.0,9300,6.0,64.0,29400,48,Car,4.84,Mortgage,1
35,Female,Bachelor,Married,1,48500.0,578.0,26900,7.0,23.0,29700,36,Car,10.08,Own,0
67,Female,PhD,Single,3,,597.0,65200,5.0,4.0,34900,36,Personal,5.04,Mortgage,1
31,Male,PhD,Divorced,0,54800.0,676.0,30300,0.0,71.0,20000,36,Car,5.64,Own,0
64,Female,Bachelor,Married,3,52000.0,835.0,9200,6.0,13.0,19900,36,Home,3.48,Rent,0
46,Male,Bachelor,Married,1,42800.0,708.0,29500,3.0,64.0,37900,36,Education,16.6,Own,1
29,Male,Bachelor,Married,0,38700.0,623.0,30100,0.0,40.0,32700,36,Personal,8.36,Mortgage,0
53,Male,Master,Married,2,26400.0,616.0,15800,1.0,10.0,19400,60,Personal,6.67,Own,1
52,Male,High School,Single,4,,597.0,12500,2.0,4.0,1000,60,Personal,8.37,Rent,1
69,Male,PhD,Married,4,64000.0,735.0,48900,0.0,43.0,29700,24,Car,6.99,Mortgage,1
29,Female,Bachelor,Single,3,73900.0,631.0,57500,7.0,1.0,30800,12,Personal,7.96,Mortgage,1
24,Male,PhD,Divorced,2,97800.0,686.0,73800,0.0,3.0,10500,48,Personal,9.62,Mortgage,1
46,Male,Master,Married,1,72700.0,631.0,28200,2.0,58.0,14800,12,Education,7.28,Mortgage,1
28,Female,Master,Single,4,63600.0,819.0,41500,,37.0,20100,12,Car,8.87,Mortgage,0
50,Male,Bachelor,Married,2,53600.0,607.0,29900,3.0,19.0,30400,24,Personal,15.5,Mortgage,1
23,Male,High School,Married,3,15000.0,594.0,3400,0.0,37.0,54800,36,Personal,3.0,Rent,1
64,Female,Bachelor,Single,0,39100.0,611.0,18600,6.0,43.0,38400,36,Personal,5.08,Rent,0
32,Female,Bachelor,Divorced,3,61800.0,684.0,38500,7.0,40.0,6900,36,Car,9.98,Own,0
49,Female,High School,Married,3,33700.0,765.0,24500,2.0,49.0,19800,60,Personal,12.61,Mortgage,1
68,Female,Bachelor,Married,2,42400.0,684.0,29800,5.0,135.0,23900,36,Education,17.48,Own,1
28,Female,Bachelor,Married,4,71500.0,707.0,14900,0.0,24.0,31000,24,Car,9.74,Mortgage,0
40,Male,Bachelor,Single,2,32000.0,695.0,14100,2.0,17.0,15300,36,Personal,4.84,Rent,1
43,Female,Bachelor,Divorced,0,77800.0,,33800,1.0,2.0,32000,24,Personal,13.02,Mortgage,1
51,Male,High School,Single,2,49700.0,649.0,36200,5.0,8.0,18800,60,Medical,8.87,Own,0
63,Female,PhD,Single,1,68800.0,625.0,7000,2.0,5.0,32000,24,Personal,8.76,Mortgage,1
51,Male,High School,Married,3,45500.0,639.0,28100,6.0,20.0,25900,60,Medical,3.0,Rent,1
46,Female,Bachelor,Married,4,38700.0,584.0,20600,0.0,45.0,49500,36,Car,12.01,Mortgage,1
21,Male,Bachelor,Married,0,66900.0,719.0,49800,4.0,2.0,36700,48,Personal,5.74,Own,0
34,Female,Master,Single,3,65500.0,654.0,27500,3.0,62.0,40800,36,Personal,10.2,Own,0
52,Male,High School,Single,2,,653.0,22000,0.0,,12300,60,Car,8.7,Rent,0
30,Female,Bachelor,Single,1,42500.0,,33200,2.0,159.0,18600,36,Car,9.1,Rent,0
58,Female,Bachelor,Divorced,2,49400.0,600.0,30700,7.0,40.0,28900,36,Car,8.66,Rent,0
56,Male,High School,Single,3,23900.0,507.0,3500,5.0,71.0,10200,48,Personal,6.24,Mortgage,1
32,Female,Bachelor,Married,0,44800.0,672.0,9700,5.0,95.0,37500,48,Personal,5.98,Own,0
46,Female,PhD,Married,4,88400.0,,59700,2.0,105.0,26600,60,Personal,11.34,Rent,0
46,Female,PhD,Married,3,105900.0,693.0,35400,7.0,35.0,38200,24,Education,8.45,Own,0
28,Male,High School,Divorced,0,40200.0,656.0,23900,3.0,,30800,24,Personal,6.54,Own,1
69,Male,High School,Single,3,28900.0,564.0,17000,0.0,39.0,25500,12,Personal,6.96,Mortgage,1
49,Male,Bachelor,Single,1,47500.0,586.0,37800,5.0,25.0,23500,36,Home,10.56,Rent,1
19,Male,Bachelor,Married,2,66100.0,757.0,28400,5.0,13.0,15800,48,Medical,6.47,Mortgage,1
64,Female,High School,Single,4,33900.0,676.0,20900,4.0,19.0,15100,12,Education,13.29,Mortgage,0
31,Male,High School,Married,0,23900.0,714.0,3200,1.0,13.0,35700,36,Personal,8.03,Mortgage,0
37,Female,PhD,Married,4,79000.0,724.0,33500,4.0,15.0,33000,48,Medical,7.45,Rent,0
39,Male,Master,Divorced,4,82800.0,571.0,19100,1.0,5.0,39800,48,Personal,10.35,Mortgage,0
28,Female,High School,Single,4,52100.0,623.0,35900,5.0,27.0,18500,36,Car,7.65,Rent,1
44,Female,Bachelor,Divorced,0,44500.0,704.0,30600,,13.0,38500,24,Home,9.65,Rent,1
20,Female,Bachelor,Single,0,33200.0,585.0,8800,0.0,29.0,22900,60,Personal,8.33,Own,1
34,Male,High School,Married,4,41900.0,617.0,13500,5.0,75.0,32000,12,Car,3.29,Rent,0
61,Male,Bachelor,Married,2,55400.0,608.0,32800,5.0,29.0,40500,48,Car,5.3,Mortgage,1
45,Male,Bachelor,Married,3,36900.0,591.0,22800,7.0,148.0,49900,12,Car,9.38,Rent,1
46,Male,Master,Married,4,52500.0,640.0,29400,1.0,8.0,37900,24,Home,7.15,Mortgage,1
38,Male,Master,Divorced,1,50900.0,611.0,40600,2.0,91.0,27400,60,Personal,14.68,Own,1
64,Male,Bachelor,Divorced,4,50100.0,618.0,35500,1.0,14.0,31700,48,Personal,6.14,Mortgage,0
33,Male,Bachelor,Divorced,0,77900.0,671.0,30500,1.0,130.0,40000,36,Education,4.57,Own,0
54,Female,Bachelor,Single,3,54600.0,730.0,18000,3.0,12.0,33500,36,Personal,8.62,Mortgage,0
37,Male,Bachelor,Divorced,1,28300.0,711.0,14700,3.0,66.0,20200,36,Car,9.25,Mortgage,0
23,Male,Bachelor,Married,3,57000.0,664.0,38300,0.0,3.0,32400,12,Car,11.15,Own,0
36,Male,High School,Single,3,31900.0,781.0,13800,0.0,48.0,40600,48,Personal,3.0,Rent,0
22,Female,High School,Single,1,43700.0,703.0,26900,2.0,12.0,46700,48,Car,13.02,Mortgage,1
20,Female,Bachelor,Single,4,36300.0,714.0,4100,3.0,53.0,25700,60,Home,4.57,Rent,0
18,Female,PhD,Single,4,87600.0,637.0,65500,4.0,48.0,11600,36,Personal,11.77,Own,0
55,Female,High School,Married,4,28400.0,619.0,18200,0.0,124.0,3600,48,Car,14.37,Mortgage,1
32,Male,Bachelor,Divorced,2,70200.0,680.0,26400,0.0,47.0,34500,36,Home,10.74,Rent,0
51,Female,Bachelor,Married,4,49300.0,722.0,18200,3.0,25.0,6600,36,Home,5.06,Own,0
52,Male,Bachelor,Married,1,,664.0,11100,3.0,10.0,28800,36,Personal,7.92,Own,0
66,Male,High School,Divorced,2,27000.0,599.0,18100,2.0,51.0,37900,60,Education,10.77,Rent,1
42,Female,PhD,Single,4,87200.0,547.0,55600,7.0,6.0,23000,24,Home,8.6,Own,1
41,Female,Master,Divorced,2,56700.0,523.0,30700,3.0,85.0,7000,24,Personal,5.35,Mortgage,0
29,Male,Bachelor,Married,1,46000.0,653.0,7900,7.0,14.0,9900,36,Personal,8.8,Mortgage,0
35,Female,Bachelor,Married,4,18800.0,715.0,5300,6.0,36.0,14000,24,Education,6.95,Rent,0
32,Female,High School,Single,0,49600.0,466.0,20900,1.0,43.0,23500,60,Home,10.31,Rent,1
61,Male,Bachelor,Married,1,61000.0,601.0,17500,5.0,22.0,39400,12,Car,5.31,Mortgage,1
33,Male,Master,Single,3,102800.0,588.0,41500,4.0,52.0,25100,48,Home,3.0,Mortgage,0
44,Male,High School,Married,3,,680.0,11100,5.0,14.0,50800,36,Medical,5.45,Rent,0
25,Male,Bachelor,Single,1,42700.0,597.0,14700,1.0,2.0,37500,12,Education,3.38,Mortgage,1
63,Male,Bachelor,Divorced,3,64100.0,552.0,35700,6.0,154.0,28500,48,Car,6.62,Rent,0
42,Male,Bachelor,Married,1,28800.0,601.0,20900,6.0,19.0,24100,36,Medical,10.51,Rent,1
34,Male,PhD,Single,0,79100.0,589.0,29200,1.0,60.0,19000,12,Education,7.32,Own,0
46,Female,High School,Married,1,53100.0,651.0,31000,5.0,34.0,26800,24,Personal,8.43,Rent,0
25,Female,Master,Single,4,71100.0,633.0,13800,1.0,53.0,31500,36,Education,5.48,Rent,0
32,Female,Bachelor,Married,4,53900.0,685.0,25800,0.0,6.0,28900,36,Education,8.56,Mortgage,1
44,Male,Master,Divorced,2,56400.0,649.0,42000,6.0,35.0,19000,36,Personal,5.63,Mortgage,1
63,Female,Bachelor,Married,3,73400.0,731.0,8800,5.0,24.0,12600,36,Home,4.93,Mortgage,0
67,Female,Bachelor,Single,3,15000.0,614.0,4300,7.0,29.0,47400,36,Home,7.82,Own,1
69,Female,Master,Married,1,66900.0,700.0,12900,1.0,163.0,32600,36,Personal,6.47,Rent,0
24,Male,Bachelor,Married,3,70000.0,675.0,33100,7.0,7.0,29300,36,Car,3.0,Own,0
20,Female,Bachelor,Married,4,53900.0,626.0,31000,0.0,67.0,31100,12,Car,8.26,Own,1
